id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,Unnamed: 16,rac,img,dyn,decision,feature
20260322_152500_430650,33.13125,-0.019599999999999992,0.01962500000000001,1.4474999999999998,17.474999999999998,32.990625,33.2296875,33.1734375,33.215625,0.004244482499999999,-0.0029711377499999996,-0.0012733447500000014,-0.002546689500000001,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_430650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_430650.jpg,,0.34,0.374160,0.248352,0.341148,0.307611
20260322_152500_430650,33.13125,-0.011699999999999981,0.029350000000000022,1.3449999999999998,17.25,33.018750000000004,33.215624999999996,33.215625,33.24375,0.003395585999999998,-0.0025466894999999993,-0.0025466895000000028,-0.003395586000000002,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_430650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_430650.jpg,,0.34,0.374160,0.242202,0.346892,0.306651
20260322_152500_430650,33.13125,-0.00379999999999997,0.03907500000000003,1.2424999999999997,17.025,33.046875,33.2015625,33.2578125,33.271875,0.002546689499999997,-0.0021222412499999985,-0.0038200342500000046,-0.004244482500000003,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_430650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_430650.jpg,,0.34,0.374160,0.243982,0.351329,0.306485
20260322_152500_680650,33.13125,0.004099999999999946,0.04879999999999999,1.1399999999999992,16.799999999999997,33.075,33.1875,33.3,33.3,0.0016977930000000036,-0.001697792999999998,-0.005093378999999997,-0.005093379000000002,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_680650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_680650.jpg,,0.34,0.345059,0.253285,0.346220,0.304854
20260322_152500_680650,33.1453125,-0.008200000000000054,0.045674999999999986,0.9949999999999993,15.949999999999998,33.0609375,33.1875,33.285937499999996,33.328125,0.002544531250000004,-0.0012733447499999981,-0.004243762999999997,-0.005514949500000002,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_680650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_680650.jpg,,0.34,0.345059,0.261314,0.342975,0.307811
20260322_152500_680650,33.159375000000004,-0.0205,0.042550000000000004,0.85,15.100000000000001,33.046875,33.1875,33.271874999999994,33.356249999999996,0.0033912695000000003,-0.0008488965,-0.003394147,-0.005936520000000001,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_680650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_680650.jpg,,0.34,0.345059,0.263264,0.340786,0.307888
20260322_152500_680650,33.1734375,-0.0328,0.039425,0.7050000000000001,14.25,33.0328125,33.1875,33.2578125,33.384375,0.00423800775,-0.0004244482499999999,-0.002544531,-0.0063580905,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_680650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_680650.jpg,,0.34,0.345059,0.263401,0.339270,0.307061
20260322_152500_930650,33.1875,-0.0451,0.0363,0.56,13.4,33.01875,33.1875,33.24375,33.4125,0.005084746,0.0,-0.001694915,-0.006779661,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_930650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_930650.jpg,,0.34,0.369660,0.278752,0.345435,0.308029
20260322_152500_930650,33.1875,-0.036974999999999994,0.025199999999999986,0.8850000000000005,14.750000000000002,33.0328125,33.215625,33.215624999999996,33.384375,0.00466101725,-0.0008474577500000009,-0.000847457499999999,-0.005932203499999999,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_930650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_930650.jpg,,0.34,0.369660,0.285964,0.350011,0.310216
20260322_152500_930650,33.1875,-0.028849999999999983,0.014099999999999977,1.2100000000000009,16.100000000000005,33.046875,33.24375,33.1875,33.356249999999996,0.004237288499999999,-0.0016949155000000019,1.951563910473908e-18,-0.005084745999999998,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_930650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_930650.jpg,,0.34,0.369660,0.278559,0.353123,0.309513
20260322_152500_930650,33.1875,-0.02072500000000001,0.0030000000000000165,1.5349999999999997,17.45,33.0609375,33.271874999999994,33.159375000000004,33.328125,0.0038135597500000007,-0.002542373249999999,0.0008474574999999991,-0.0042372885,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152500_930650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152500_930650.jpg,,0.34,0.369660,0.264545,0.355335,0.306834
20260322_152501_180650,33.1875,-0.0126,-0.0081,1.86,18.8,33.075,33.3,33.13125,33.3,0.003389831,-0.003389831,0.001694915,-0.003389831,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152501_180650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152501_180650.jpg,,0.34,0.341224,0.248312,0.348684,0.297529
20260322_152501_180650,33.1734375,-0.013500000000000002,-0.0036749999999999942,1.8075,18.725,32.9625,33.3140625,33.1171875,33.271874999999994,0.006362407250000003,-0.004240166000000001,0.0016956345,-0.0029668214999999994,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152501_180650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152501_180650.jpg,,0.34,0.341224,0.243274,0.344117,0.296900
20260322_152501_180650,33.159375,-0.014400000000000001,0.0007500000000000111,1.755,18.65,32.85,33.328125,33.103125,33.24375,0.009334983500000006,-0.0050905010000000025,0.001696354,-0.002543811999999999,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152501_180650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152501_180650.jpg,,0.34,0.341224,0.243709,0.341118,0.296890
20260322_152501_180650,33.1453125,-0.015300000000000003,0.005175000000000016,1.7024999999999997,18.575,32.7375,33.3421875,33.089062500000004,33.215624999999996,0.01230755975000001,-0.005940836000000003,0.0016970735,-0.0021208024999999986,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152501_180650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152501_180650.jpg,,0.34,0.341224,0.245801,0.339194,0.297033
20260322_152501_430650,33.13125,-0.0162,0.0096,1.65,18.5,32.625,33.35625,33.075,33.1875,0.015280136,-0.006791171,0.001697793,-0.001697793,train/episode_4__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152501_430650.jpg,train/episode_4__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152501_430650.jpg,,0.34,0.342498,0.251792,0.338361,0.301255
