id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac,img,dyn,decision,feature
20260322_152129_337483,31.9359375,-0.025650000000000003,-0.019775,-2.4525,-2.65,31.6546875,31.5140625,32.00625,31.725,0.008783451249999996,0.013192704499999996,-0.002216312000000002,0.006590509499999998,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_337483.jpg,0.45,0.449668,0.371244,0.427987,0.391396
20260322_152129_337483,31.865625,-0.027200000000000002,-0.020850000000000004,-2.415,-2.7,31.696875000000002,31.528125,32.00625,31.725,0.005264617499999992,0.010568185999999993,-0.004432624000000004,0.0043936729999999955,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_337483.jpg,0.45,0.449668,0.363542,0.425403,0.390152
20260322_152129_337483,31.7953125,-0.028750000000000005,-0.021925000000000004,-2.3775,-2.75,31.7390625,31.5421875,32.00625,31.725,0.0017457837499999882,0.00794366749999999,-0.006648936000000006,0.0021968364999999926,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_337483.jpg,0.45,0.449668,0.359152,0.423931,0.389538
20260322_152129_587483,31.725,-0.030299999999999952,-0.023000000000000003,-2.34,-2.799999999999999,31.78125,31.55625,32.00625,31.725,-0.00177305,0.005319148999999998,-0.00886524799999999,7.887908104464716e-18,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_587483.jpg,0.45,0.435254,0.357721,0.420268,0.400579
20260322_152129_587483,31.7109375,-0.019449999999999988,-0.024050000000000002,-2.3675,-2.5999999999999996,31.7671875,31.55625,31.9359375,31.6546875,-0.00177383725,0.0048774612499999995,-0.0070929857499999974,0.0017761990000000022,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_587483.jpg,0.45,0.435254,0.358093,0.418123,0.400139
20260322_152129_587483,31.696875,-0.008599999999999976,-0.0251,-2.395,-2.3999999999999995,31.753125,31.55625,31.865625,31.584375,-0.0017746245,0.0044357734999999985,-0.005320723499999996,0.0035523980000000044,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_587483.jpg,0.45,0.435254,0.359673,0.417076,0.399570
20260322_152129_587483,31.6828125,0.0022500000000000367,-0.026150000000000003,-2.4225000000000003,-2.1999999999999993,31.7390625,31.55625,31.7953125,31.5140625,-0.00177541175,0.003994085749999998,-0.003548461249999993,0.005328597000000006,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_587483.jpg,0.45,0.435254,0.364001,0.416912,0.399576
20260322_152129_837483,31.66875,0.01309999999999997,-0.027199999999999964,-2.45,-2.000000000000001,31.725,31.55625,31.725,31.44375,-0.001776199,0.003552398000000002,-0.0017761990000000059,0.007104795999999994,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_837483.jpg,0.45,0.446497,0.377213,0.420488,0.378032
20260322_152129_837483,31.6265625,0.006249999999999971,-0.019299999999999963,-2.455,-2.225000000000001,31.6828125,31.5,31.725,31.44375,-0.00177857775,0.004003584250000002,-0.003117863500000006,0.005775025499999994,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_837483.jpg,0.45,0.446497,0.393779,0.424213,0.380221
20260322_152129_837483,31.584375,-0.0005999999999999981,-0.0114,-2.46,-2.45,31.640625,31.443749999999998,31.725,31.44375,-0.0017809565,0.0044547705,-0.004459528,0.004445255,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_837483.jpg,0.45,0.446497,0.405290,0.427594,0.382128
